Date,Open,High,Low,Close,Volume
2022-02-24 20:54:00+05:30,35788.2,35819.8,35758.97,35808.76,78.627
2022-02-24 20:55:00+05:30,35808.76,35815.22,35689.01,35695.02,83.753
2022-02-24 20:56:00+05:30,35694.09,35740.88,35591.98,35652.41,127.245
2022-02-24 20:57:00+05:30,35655.55,35700.0,35635.69,35651.01,95.041
2022-02-24 20:58:00+05:30,35651.01,35714.28,35639.16,35685.41,68.769
2022-02-24 20:59:00+05:30,35685.41,35700.57,35604.57,35622.74,63.814
2022-02-24 21:00:00+05:30,35622.74,35668.81,35542.81,35654.16,71.555
2022-02-24 21:01:00+05:30,35654.15,35708.33,35634.96,35675.16,113.174
2022-02-24 21:02:00+05:30,35675.15,35757.56,35667.9,35711.55,89.956
2022-02-24 21:03:00+05:30,35711.55,35821.36,35706.28,35780.35,90.564
2022-02-24 21:04:00+05:30,35780.35,35895.94,35759.39,35788.37,89.531
2022-02-24 21:05:00+05:30,35788.37,35817.95,35648.93,35652.7,106.002
2022-02-24 21:06:00+05:30,35652.7,35659.51,35578.5,35604.91,77.201
2022-02-24 21:07:00+05:30,35604.9,35680.96,35581.73,35653.47,85.715
2022-02-24 21:08:00+05:30,35653.47,35717.4,35644.29,35705.2,57.839
2022-02-24 21:09:00+05:30,35705.2,35720.0,35649.38,35673.15,87.928
2022-02-24 21:10:00+05:30,35673.14,35696.54,35568.12,35636.1,97.296
2022-02-24 21:11:00+05:30,35636.11,35684.86,35617.61,35662.86,82.978
2022-02-24 21:12:00+05:30,35662.85,35708.0,35650.01,35695.56,62.442
2022-02-24 21:13:00+05:30,35695.56,35757.27,35671.07,35731.06,42.235
2022-02-24 21:14:00+05:30,35731.07,35741.29,35702.57,35721.91,45.087
2022-02-24 21:15:00+05:30,35721.91,35770.13,35712.03,35712.03,50.83
2022-02-24 21:16:00+05:30,35712.03,35811.86,35689.18,35798.71,45.318
2022-02-24 21:17:00+05:30,35798.72,35800.15,35751.06,35770.5,36.175
2022-02-24 21:18:00+05:30,35770.5,35875.49,35764.58,35836.75,89.038
2022-02-24 21:19:00+05:30,35836.75,35900.0,35815.45,35842.59,87.119
2022-02-24 21:20:00+05:30,35842.59,35864.47,35786.54,35801.04,114.131
2022-02-24 21:21:00+05:30,35801.03,35916.02,35793.17,35899.84,88.182
2022-02-24 21:22:00+05:30,35899.85,35899.85,35861.0,35881.81,57.663
2022-02-24 21:23:00+05:30,35881.81,36100.0,35871.74,36063.64,172.104
2022-02-24 21:24:00+05:30,36063.64,36063.65,35962.92,35963.75,71.023
2022-02-24 21:25:00+05:30,35963.76,36010.04,35950.0,36004.01,66.745
2022-02-24 21:26:00+05:30,36004.0,36012.19,35957.81,35982.15,37.043
2022-02-24 21:27:00+05:30,35982.15,36043.8,35936.18,35941.51,83.171
2022-02-24 21:28:00+05:30,35941.5,35956.01,35876.58,35909.73,93.488
2022-02-24 21:29:00+05:30,35907.65,35955.96,35895.25,35919.96,61.065
2022-02-24 21:30:00+05:30,35919.96,35994.68,35900.0,35956.31,75.727
2022-02-24 21:31:00+05:30,35956.31,36067.22,35940.87,36031.0,127.479
2022-02-24 21:32:00+05:30,36031.01,36177.0,36028.87,36100.82,275.13
2022-02-24 21:33:00+05:30,36100.81,36137.59,35930.17,35946.63,144.28
2022-02-24 21:34:00+05:30,35946.64,36068.27,35936.07,36010.36,101.832
2022-02-24 21:35:00+05:30,36010.36,36070.58,35985.54,36016.4,75.318
2022-02-24 21:36:00+05:30,36016.4,36096.58,35946.63,36084.27,109.634
2022-02-24 21:37:00+05:30,36084.27,36167.0,36066.65,36066.66,117.664
2022-02-24 21:38:00+05:30,36066.65,36139.54,36037.33,36128.0,78.699
2022-02-24 21:39:00+05:30,36128.01,36220.0,36095.82,36141.04,157.142
2022-02-24 21:40:00+05:30,36137.19,36168.46,36029.99,36149.29,105.551
2022-02-24 21:41:00+05:30,36149.29,36206.05,36146.26,36175.92,110.721
2022-02-24 21:42:00+05:30,36175.92,36211.56,36127.94,36205.83,74.361
2022-02-24 21:43:00+05:30,36205.82,36266.82,36145.49,36170.91,139.208
2022-02-24 21:44:00+05:30,36170.9,36170.91,36092.99,36122.37,83.73
2022-02-24 21:45:00+05:30,36122.38,36170.28,36081.93,36155.0,100.858
2022-02-24 21:46:00+05:30,36155.0,36249.99,36153.27,36184.7,73.251
2022-02-24 21:47:00+05:30,36184.97,36231.22,36130.11,36222.45,64.996
2022-02-24 21:48:00+05:30,36222.45,36290.24,36193.18,36268.56,88.895
2022-02-24 21:49:00+05:30,36268.56,36300.6,36225.68,36294.59,138.679
2022-02-24 21:50:00+05:30,36294.59,36310.52,36249.12,36249.12,83.698
2022-02-24 21:51:00+05:30,36249.12,36278.99,36200.0,36218.24,73.284
2022-02-24 21:52:00+05:30,36218.24,36251.54,36191.12,36249.01,77.701
2022-02-24 21:53:00+05:30,36249.0,36251.46,36186.29,36204.65,56.985
2022-02-24 21:54:00+05:30,36204.64,36205.91,36155.67,36163.27,81.594
2022-02-24 21:55:00+05:30,36163.26,36171.04,36110.79,36161.0,88.921
2022-02-24 21:56:00+05:30,36161.0,36200.0,36130.19,36132.92,52.698
2022-02-24 21:57:00+05:30,36133.02,36159.28,36094.31,36114.53,88.063
2022-02-24 21:58:00+05:30,36114.75,36194.51,36099.08,36176.15,119.624
2022-02-24 21:59:00+05:30,36176.15,36221.58,36113.93,36140.05,105.965
2022-02-24 22:00:00+05:30,36140.06,36260.05,36122.56,36212.18,86.84
2022-02-24 22:01:00+05:30,36212.18,36212.18,36053.52,36065.6,62.417
2022-02-24 22:02:00+05:30,36066.99,36100.91,36000.0,36022.25,75.434
2022-02-24 22:03:00+05:30,36022.24,36069.0,36000.43,36025.29,58.285
2022-02-24 22:04:00+05:30,36025.3,36117.23,36010.0,36095.11,89.846
2022-02-24 22:05:00+05:30,36095.1,36131.64,36023.2,36050.96,61.621
2022-02-24 22:06:00+05:30,36046.78,36100.0,36022.5,36078.72,37.205
2022-02-24 22:07:00+05:30,36080.01,36080.01,36038.42,36068.62,42.253
2022-02-24 22:08:00+05:30,36068.61,36098.71,36043.92,36074.52,37.538
2022-02-24 22:09:00+05:30,36074.52,36113.18,36069.48,36094.98,27.444
2022-02-24 22:10:00+05:30,36094.98,36096.33,36063.36,36081.53,22.594
2022-02-24 22:11:00+05:30,36081.52,36109.47,36014.01,36015.66,43.159
2022-02-24 22:12:00+05:30,36015.66,36015.66,35950.23,35962.23,96.207
2022-02-24 22:13:00+05:30,35962.23,35986.16,35926.3,35950.75,58.696
2022-02-24 22:14:00+05:30,35950.74,35999.99,35931.35,35995.04,48.033
2022-02-24 22:15:00+05:30,35995.04,36008.46,35944.99,35945.0,34.715
2022-02-24 22:16:00+05:30,35944.99,35950.01,35861.05,35877.42,59.91
2022-02-24 22:17:00+05:30,35877.41,35933.17,35877.41,35915.55,52.079
2022-02-24 22:18:00+05:30,35915.56,35971.71,35905.64,35965.49,51.99
2022-02-24 22:19:00+05:30,35965.48,36037.97,35965.48,36037.97,69.582
2022-02-24 22:20:00+05:30,36037.96,36107.01,36037.96,36059.84,76.071
2022-02-24 22:21:00+05:30,36059.84,36105.04,36059.83,36100.0,28.696
2022-02-24 22:22:00+05:30,36100.0,36105.59,36031.42,36039.56,43.407
2022-02-24 22:23:00+05:30,36039.55,36101.87,36036.55,36100.48,61.021
2022-02-24 22:24:00+05:30,36100.48,36107.67,36065.09,36085.52,17.387
2022-02-24 22:25:00+05:30,36085.53,36110.0,36057.79,36078.74,47.333
2022-02-24 22:26:00+05:30,36078.73,36150.0,36078.73,36150.0,37.32
2022-02-24 22:27:00+05:30,36149.99,36196.77,36122.57,36139.8,72.442
2022-02-24 22:28:00+05:30,36139.83,36177.1,36132.3,36156.16,27.795
2022-02-24 22:29:00+05:30,36156.16,36194.76,36141.88,36156.98,56.293
2022-02-24 22:30:00+05:30,36156.98,36173.35,36130.41,36143.89,29.785
2022-02-24 22:31:00+05:30,36143.89,36143.89,36088.67,36122.99,42.314
2022-02-24 22:32:00+05:30,36124.24,36136.59,36095.22,36120.89,21.471
2022-02-24 22:33:00+05:30,36120.89,36127.98,36073.42,36092.44,32.239
2022-02-24 22:34:00+05:30,36092.44,36116.31,36059.83,36063.32,22.297
2022-02-24 22:35:00+05:30,36063.32,36087.28,36012.97,36031.92,42.395
2022-02-24 22:36:00+05:30,36031.93,36045.18,36010.0,36034.89,32.983
2022-02-24 22:37:00+05:30,36034.9,36055.08,35988.35,35999.99,32.068
2022-02-24 22:38:00+05:30,35997.79,36009.22,35958.05,35963.5,42.103
2022-02-24 22:39:00+05:30,35963.51,35972.78,35950.58,35964.82,21.363
2022-02-24 22:40:00+05:30,35964.83,35967.71,35916.38,35918.47,95.373
2022-02-24 22:41:00+05:30,35918.46,35949.14,35884.52,35899.99,45.811
2022-02-24 22:42:00+05:30,35899.99,35916.76,35823.0,35842.01,54.787
2022-02-24 22:43:00+05:30,35842.0,35872.22,35828.86,35846.3,38.402
2022-02-24 22:44:00+05:30,35846.3,35864.71,35804.6,35827.99,35.183
2022-02-24 22:45:00+05:30,35828.0,35840.71,35795.26,35795.26,49.169
2022-02-24 22:46:00+05:30,35795.26,35854.73,35795.26,35854.72,38.893
2022-02-24 22:47:00+05:30,35854.73,35914.41,35854.72,35862.54,30.619
2022-02-24 22:48:00+05:30,35862.54,35904.9,35854.94,35870.05,19.943
2022-02-24 22:49:00+05:30,35870.04,35885.29,35833.4,35860.99,132.029
2022-02-24 22:50:00+05:30,35860.99,35868.35,35785.71,35785.72,31.772
2022-02-24 22:51:00+05:30,35785.72,35803.21,35754.13,35766.08,40.216
2022-02-24 22:52:00+05:30,35766.08,35799.99,35721.96,35799.98,86.344
2022-02-24 22:53:00+05:30,35799.99,35831.8,35799.98,35829.0,45.392
2022-02-24 22:54:00+05:30,35829.0,35846.15,35824.61,35840.0,24.065
2022-02-24 22:55:00+05:30,35840.01,35879.94,35833.27,35860.45,35.816
2022-02-24 22:56:00+05:30,35860.44,35908.86,35855.18,35906.08,40.114
2022-02-24 22:57:00+05:30,35906.09,35952.21,35906.08,35922.71,36.636
2022-02-24 22:58:00+05:30,35921.4,35933.39,35855.24,35860.01,30.665
2022-02-24 22:59:00+05:30,35860.01,35908.78,35860.0,35898.7,18.584
2022-02-24 23:00:00+05:30,35898.69,36018.61,35889.22,35963.84,63.652
2022-02-24 23:01:00+05:30,35963.84,35968.66,35868.59,35885.8,26.729
2022-02-24 23:02:00+05:30,35885.16,35885.17,35800.6,35810.0,36.326
2022-02-24 23:03:00+05:30,35810.0,35894.39,35806.1,35885.01,25.325
2022-02-24 23:04:00+05:30,35885.01,35894.04,35854.24,35874.42,15.21
2022-02-24 23:05:00+05:30,35874.42,35979.61,35874.41,35925.01,59.455
2022-02-24 23:06:00+05:30,35925.0,35943.86,35889.61,35913.55,22.789
2022-02-24 23:07:00+05:30,35913.54,36007.57,35878.53,35995.73,55.694
2022-02-24 23:08:00+05:30,35995.73,35995.73,35952.11,35955.23,30.43
2022-02-24 23:09:00+05:30,35955.22,35989.0,35950.48,35957.79,22.155
2022-02-24 23:10:00+05:30,35957.8,36014.04,35955.23,35999.3,47.55
2022-02-24 23:11:00+05:30,35999.31,36003.1,35930.56,35978.18,36.5
2022-02-24 23:12:00+05:30,35978.18,35978.19,35920.32,35920.33,13.881
2022-02-24 23:13:00+05:30,35920.32,35945.64,35880.0,35880.0,74.385
2022-02-24 23:14:00+05:30,35881.67,35881.67,35828.34,35849.35,70.461
2022-02-24 23:15:00+05:30,35849.36,35892.78,35825.42,35860.97,49.487
2022-02-24 23:16:00+05:30,35860.96,35879.34,35844.08,35873.54,26.859
2022-02-24 23:17:00+05:30,35873.54,35880.26,35835.86,35856.05,30.423
2022-02-24 23:18:00+05:30,35856.06,35893.67,35855.84,35892.81,17.729
2022-02-24 23:19:00+05:30,35892.81,35893.51,35812.8,35823.27,29.097
2022-02-24 23:20:00+05:30,35823.26,35857.44,35791.98,35857.43,20.996
2022-02-24 23:21:00+05:30,35857.44,35886.12,35857.43,35869.73,14.474
2022-02-24 23:22:00+05:30,35869.74,35894.46,35869.73,35888.89,18.988
2022-02-24 23:23:00+05:30,35888.9,35888.9,35834.02,35879.7,29.335
2022-02-24 23:24:00+05:30,35879.71,35936.0,35863.52,35901.59,23.677
2022-02-24 23:25:00+05:30,35901.59,35910.34,35874.4,35880.01,16.481
2022-02-24 23:26:00+05:30,35880.01,35962.84,35863.54,35951.41,39.434
2022-02-24 23:27:00+05:30,35951.41,35951.41,35856.39,35860.3,29.962
2022-02-24 23:28:00+05:30,35860.29,35890.2,35849.74,35873.82,19.336
2022-02-24 23:29:00+05:30,35873.82,35903.02,35829.8,35831.85,28.008
2022-02-24 23:30:00+05:30,35831.86,35859.97,35815.0,35838.67,59.33
2022-02-24 23:31:00+05:30,35838.67,35881.79,35836.0,35860.48,13.857
2022-02-24 23:32:00+05:30,35860.49,35918.0,35849.91,35906.49,41.75
2022-02-24 23:33:00+05:30,35906.49,35918.0,35870.01,35891.64,21.616
2022-02-24 23:34:00+05:30,35891.64,35914.66,35865.24,35906.3,23.883
2022-02-24 23:35:00+05:30,35906.3,35935.05,35901.55,35917.82,22.385
2022-02-24 23:36:00+05:30,35917.82,35989.73,35917.26,35989.72,59.012
2022-02-24 23:37:00+05:30,35989.72,35990.0,35929.69,35943.79,14.453
2022-02-24 23:38:00+05:30,35943.78,35977.15,35933.0,35971.14,12.384
2022-02-24 23:39:00+05:30,35971.14,35989.11,35959.13,35985.61,53.912
2022-02-24 23:40:00+05:30,35985.61,35996.17,35930.0,35977.59,89.254
2022-02-24 23:41:00+05:30,35977.59,36024.96,35953.16,36008.71,38.711
2022-02-24 23:42:00+05:30,36008.72,36049.63,36008.21,36032.3,36.826
2022-02-24 23:43:00+05:30,36032.31,36060.0,36023.78,36036.03,26.011
2022-02-24 23:44:00+05:30,36036.03,36042.22,36004.0,36023.61,28.769
2022-02-24 23:45:00+05:30,36023.61,36067.68,36014.94,36027.81,39.036
2022-02-24 23:46:00+05:30,36027.8,36029.65,35891.11,35913.95,81.479
2022-02-24 23:47:00+05:30,35913.95,35937.72,35873.24,35906.19,50.784
2022-02-24 23:48:00+05:30,35907.28,35973.96,35904.66,35961.82,25.212
2022-02-24 23:49:00+05:30,35961.81,36000.0,35944.21,35948.28,24.465
2022-02-24 23:50:00+05:30,35948.29,35999.99,35931.0,35995.14,12.787
2022-02-24 23:51:00+05:30,35995.14,35999.99,35914.46,35923.22,12.566
2022-02-24 23:52:00+05:30,35923.21,35941.35,35896.15,35928.61,15.123
2022-02-24 23:53:00+05:30,35928.61,35936.68,35895.0,35899.0,19.649
2022-02-24 23:54:00+05:30,35899.0,35914.37,35873.31,35899.11,21.983
2022-02-24 23:55:00+05:30,35899.11,35909.99,35890.91,35899.12,18.664
2022-02-24 23:56:00+05:30,35899.11,35905.0,35859.1,35870.65,15.121
2022-02-24 23:57:00+05:30,35870.65,35877.07,35856.58,35856.58,11.605
2022-02-24 23:58:00+05:30,35856.58,35865.57,35800.0,35803.86,24.584
2022-02-24 23:59:00+05:30,35803.86,35843.2,35803.86,35807.41,28.327
2022-02-25 00:00:00+05:30,35807.41,35873.46,35807.4,35850.83,28.391
2022-02-25 00:01:00+05:30,35850.83,35851.0,35828.22,35847.52,17.335
2022-02-25 00:02:00+05:30,35847.52,35868.25,35838.01,35856.34,17.481
2022-02-25 00:03:00+05:30,35856.34,35890.99,35846.58,35846.58,15.42
2022-02-25 00:04:00+05:30,35846.59,35858.18,35803.14,35835.8,24.934
2022-02-25 00:05:00+05:30,35835.8,35893.08,35809.67,35882.47,43.146
2022-02-25 00:06:00+05:30,35882.47,35949.8,35874.09,35937.01,46.501
2022-02-25 00:07:00+05:30,35937.0,35944.73,35912.31,35944.72,23.53
2022-02-25 00:08:00+05:30,35944.72,35974.0,35924.86,35963.62,18.104
2022-02-25 00:09:00+05:30,35963.62,35977.0,35961.5,35975.52,23.355
2022-02-25 00:10:00+05:30,35975.52,36067.05,35975.51,36044.92,57.534
2022-02-25 00:11:00+05:30,36044.92,36075.08,36035.25,36042.74,32.94
2022-02-25 00:12:00+05:30,36042.74,36063.9,36012.27,36051.79,38.716
2022-02-25 00:13:00+05:30,36051.79,36083.0,36048.38,36082.98,29.301
2022-02-25 00:14:00+05:30,36082.98,36119.59,35993.45,36041.55,105.348
2022-02-25 00:15:00+05:30,36041.55,36068.56,35987.91,35991.49,60.643
2022-02-25 00:16:00+05:30,35991.49,36112.24,35987.91,36107.36,42.578
2022-02-25 00:17:00+05:30,36112.24,36119.58,36051.69,36080.55,38.487
2022-02-25 00:18:00+05:30,36080.55,36216.99,36076.06,36201.19,102.945
2022-02-25 00:19:00+05:30,36201.18,36550.0,36189.14,36428.46,509.455
2022-02-25 00:20:00+05:30,36428.47,36519.26,36405.74,36436.74,99.337
2022-02-25 00:21:00+05:30,36436.73,36633.61,36405.25,36552.93,312.115
2022-02-25 00:22:00+05:30,36552.93,36628.61,36535.1,36591.43,141.24
2022-02-25 00:23:00+05:30,36591.43,36800.0,36591.43,36666.66,365.531
2022-02-25 00:24:00+05:30,36666.67,36779.6,36518.24,36592.06,211.334
2022-02-25 00:25:00+05:30,36594.16,36666.67,36500.0,36611.48,201.442
2022-02-25 00:26:00+05:30,36611.47,36670.49,36551.37,36568.83,99.307
2022-02-25 00:27:00+05:30,36568.83,36588.07,36452.03,36495.16,234.303
2022-02-25 00:28:00+05:30,36495.16,36508.1,36346.21,36412.29,280.152
2022-02-25 00:29:00+05:30,36412.3,36476.19,36372.48,36396.52,101.881
2022-02-25 00:30:00+05:30,36396.52,36452.62,36329.0,36359.46,61.514
2022-02-25 00:31:00+05:30,36359.47,36398.83,36297.88,36353.18,77.403
2022-02-25 00:32:00+05:30,36353.52,36395.9,36300.0,36312.46,42.881
2022-02-25 00:33:00+05:30,36313.52,36414.84,36312.45,36386.46,114.519
2022-02-25 00:34:00+05:30,36386.45,36494.31,36378.52,36481.53,86.433
2022-02-25 00:35:00+05:30,36481.54,36525.16,36447.0,36470.41,62.679
2022-02-25 00:36:00+05:30,36470.41,36470.42,36246.25,36288.35,268.457
2022-02-25 00:37:00+05:30,36288.54,36379.57,36263.04,36317.0,75.009
2022-02-25 00:38:00+05:30,36317.0,36380.27,36314.76,36362.73,58.422
2022-02-25 00:39:00+05:30,36362.73,36382.3,36220.54,36267.18,96.062
2022-02-25 00:40:00+05:30,36267.18,36399.95,36249.19,36377.15,75.24
2022-02-25 00:41:00+05:30,36377.15,36410.75,36339.97,36371.55,44.984
2022-02-25 00:42:00+05:30,36371.56,36373.87,36300.0,36324.14,39.566
2022-02-25 00:43:00+05:30,36324.14,36430.0,36322.4,36417.54,40.948
2022-02-25 00:44:00+05:30,36417.54,36471.74,36409.4,36445.32,37.396
2022-02-25 00:45:00+05:30,36445.31,36542.26,36442.56,36455.63,79.159
2022-02-25 00:46:00+05:30,36455.63,36498.36,36430.97,36480.09,43.849
2022-02-25 00:47:00+05:30,36480.1,36490.22,36404.62,36408.05,40.37
2022-02-25 00:48:00+05:30,36408.05,36492.25,36385.92,36476.37,42.663
2022-02-25 00:49:00+05:30,36476.37,36600.0,36474.61,36557.31,95.371
2022-02-25 00:50:00+05:30,36555.49,36691.91,36555.49,36636.94,145.169
2022-02-25 00:51:00+05:30,36636.71,36718.58,36635.46,36660.61,89.898
2022-02-25 00:52:00+05:30,36660.61,36710.21,36615.03,36671.89,64.562
2022-02-25 00:53:00+05:30,36671.89,36770.24,36630.29,36704.07,140.406
2022-02-25 00:54:00+05:30,36704.07,36724.84,36600.01,36636.45,120.867
2022-02-25 00:55:00+05:30,36636.45,36696.46,36608.46,36615.85,73.192
2022-02-25 00:56:00+05:30,36615.86,36623.2,36550.48,36620.72,73.104
2022-02-25 00:57:00+05:30,36620.71,36629.17,36487.33,36589.27,122.034
2022-02-25 00:58:00+05:30,36589.27,36630.35,36570.81,36616.84,40.802
2022-02-25 00:59:00+05:30,36616.84,36652.22,36570.82,36626.21,60.859
2022-02-25 01:00:00+05:30,36626.21,36788.15,36626.2,36746.01,109.736
2022-02-25 01:01:00+05:30,36746.02,36746.02,36687.29,36707.7,43.991
2022-02-25 01:02:00+05:30,36707.7,36750.0,36679.52,36749.8,51.71
2022-02-25 01:03:00+05:30,36749.8,36813.0,36730.52,36759.77,114.079
2022-02-25 01:04:00+05:30,36759.46,36948.09,36750.0,36890.74,177.772
2022-02-25 01:05:00+05:30,36890.74,36990.0,36886.6,36938.94,142.798
2022-02-25 01:06:00+05:30,36938.93,37140.99,36900.0,37115.95,249.642
2022-02-25 01:07:00+05:30,37115.95,37150.0,36835.6,36999.54,305.496
2022-02-25 01:08:00+05:30,36999.55,37219.0,36999.54,37132.09,371.751
2022-02-25 01:09:00+05:30,37137.15,37161.58,37043.24,37107.56,95.39
2022-02-25 01:10:00+05:30,37107.56,37297.55,37037.7,37066.53,175.483
2022-02-25 01:11:00+05:30,37066.54,37088.1,37002.94,37069.57,64.027
2022-02-25 01:12:00+05:30,37069.57,37279.39,37069.57,37155.74,129.719
2022-02-25 01:13:00+05:30,37156.39,37201.19,37120.04,37160.94,65.416
2022-02-25 01:14:00+05:30,37160.93,37290.0,37119.58,37254.59,111.508
2022-02-25 01:15:00+05:30,37254.58,37254.59,37114.06,37189.85,111.775
2022-02-25 01:16:00+05:30,37195.28,37240.21,37150.01,37202.8,61.408
2022-02-25 01:17:00+05:30,37202.8,37210.0,37092.66,37129.44,76.087
2022-02-25 01:18:00+05:30,37129.44,37248.69,37108.91,37198.04,95.45
2022-02-25 01:19:00+05:30,37198.04,37212.7,37151.99,37199.97,49.806
2022-02-25 01:20:00+05:30,37199.98,37199.98,37113.83,37143.18,40.889
2022-02-25 01:21:00+05:30,37143.18,37166.75,37061.97,37086.95,40.049
2022-02-25 01:22:00+05:30,37086.95,37184.01,37016.81,37184.01,75.113
2022-02-25 01:23:00+05:30,37184.01,37186.44,37103.64,37156.76,57.666
2022-02-25 01:24:00+05:30,37156.76,37239.37,37150.67,37199.99,56.598
2022-02-25 01:25:00+05:30,37200.0,37207.95,37139.64,37184.84,36.946
2022-02-25 01:26:00+05:30,37184.85,37191.0,37099.55,37136.66,48.002
2022-02-25 01:27:00+05:30,37136.66,37196.25,37126.18,37179.95,47.505
2022-02-25 01:28:00+05:30,37179.95,37194.88,37133.7,37176.7,65.896
2022-02-25 01:29:00+05:30,37176.7,37366.36,37176.7,37300.0,162.471
2022-02-25 01:30:00+05:30,37300.0,37431.9,37286.02,37377.81,209.029
2022-02-25 01:31:00+05:30,37377.81,37500.0,37332.22,37479.89,146.956
2022-02-25 01:32:00+05:30,37479.9,37656.29,37400.0,37644.54,337.482
2022-02-25 01:33:00+05:30,37644.54,37763.05,37513.09,37749.99,182.885
2022-02-25 01:34:00+05:30,37749.99,38744.0,37727.0,38664.57,910.955
2022-02-25 01:35:00+05:30,38664.57,38780.0,38282.84,38607.97,684.498
2022-02-25 01:36:00+05:30,38607.96,39843.0,38558.91,39063.95,1205.049
2022-02-25 01:37:00+05:30,39063.94,39157.84,38511.0,38830.51,729.314
2022-02-25 01:38:00+05:30,38830.51,38866.6,38448.4,38799.7,374.248
2022-02-25 01:39:00+05:30,38799.72,38857.85,38509.49,38608.05,440.517
